id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
97351,SDF-100040-18,tank,CustomerAsset,Calm Embers,80001471-1637095624-Calm Embers,49765,SDF-100040-18,,,,,,
97352,Equipment,vehicle,CustomerAsset,I-69 & 1st Street,800006C4-1516736979-I-69 & 1st Street,49695,2,,,,,,
97357,DO FT-08,tank,CustomerAsset,Timber Forest Dr,800000AE-1409863298-Timber Forest Dr,36098,DO FT-08,,,,,,
97358,DO FT-05,tank,CustomerAsset,Timber Forest Dr,800000AE-1409863298-Timber Forest Dr,36098,DO FT-05,,,,,,
97359,ERS - 17520 SW FREEWAY,tank,CustomerAsset,SW Freeway,800004B1-1488559327-SW Freeway,49760,FILL GENERATOR,,,,,,
97368,Customer Tank,tank,CustomerAsset,Ward,800009D0-1562791752-Ward,35038,Customer Tank,,,,,,
97374,SDF Tank,tank,CustomerAsset,Valley Ranch,80001471-1637095624-Valley Ranch,49766,SDF Tank,,,,,,
97383,Customer Tank,tank,CustomerAsset,Cloudy Bay,80000E3E-1587583034-Cloudy Bay,49770,Customer Tank,,,,,,
97422,GEN 8224,tank,CustomerAsset,Eastex Freeway,800015A8-1645801135-Eastex Freeway,167484,GEN 8224,,,,,,
97424,T-2,tank,CustomerAsset,Wayside,800001B6-1435158790-Wayside,38314,T-2,,,,,,
97426,EMI - Equip 4725 Business,vehicle,CustomerAsset,Business Park Dr,800000FE-1415815371-Business Park Dr,49794,EMI - Equipment 4725 Business Park Dr.,,,,,,
97450,Customer Tank,tank,CustomerAsset,Rose Rd,800006C4-1516736979-Rose Rd,156471,Customer Tank,,,,,,
97452,SDF-1000-46,tank,CustomerAsset,Montclair Blvd,800000F4-1415127207-Montclair Blvd,37638,SDF-1000-46,,,,,,
97487,A.G.E. CONSTRUCTION,tank,CustomerAsset,A.G.E. CONSTRUCTION - 1030 FM 2025,,49830,CUST TANK,,,,,,
97504,Cust Tank 15402 Bow Ln.,tank,CustomerAsset,Bow Ln,8000010D-1417451267-Bow Ln,39569,Cust Tank 15402 Bow Ln.,,,,,,
97506,Cust Tank 24288 FM 1485,tank,CustomerAsset,FM 1485,800006C4-1516736979-FM 1485,271598,Cust Tank 24288 FM 1485,,,,,,
97523,MS-1001-V,tank,RentalAsset,FM 1960 E,800014AE-1638554434-FM 1960 E,35931,MS-1001-V,MS-1001-V,,,,,
97524,MS-1390,tank,RentalAsset,NE Jake Dunn Rd,80001F94-1702918896-NE Jake Dunn Rd,491479,MS-1390,MS-1390,,,,,
97525,MS-2K-5,tank,RentalAsset,Kermier Road,80001049-1605122741-Kermier Road,428880,MS-2K-5,MS-2K-5,,,,,
97526,MS-2K-58,tank,RentalAsset,Grandview Yard,800012DB-1627321982-Grandview Yard,429638,MS-2K-58,MS-2K-58,,,,,
97532,Generator - 24200 Via Mazzini,tank,CustomerAsset,Via Mazzini Way,8000116E-1615472624-Via Mazzini Way,39255,Generator - 24200 Via Mazzini Way,,,,,,
97559,MS-240,tank,RentalAsset,FM 1093,800000D1-1412365240-FM 1093,158311,MS-240,MS-240,,,,,
97560,Kroger - Generator,tank,CustomerAsset,University Blvd.,80000E17-1585941658-University Blvd.,49856,Kroger - Generator,,,,,,
97562,Cust Tank  - 6615 Gant Dr,tank,CustomerAsset,Gant Rd.,80000104-1416409180-Gant Rd.,34057,Customer Tank Clear - 6615 Gant Dr.,,,,,,
97563,Customer Tank - Alsay,tank,CustomerAsset,Gant Rd.,80000104-1416409180-Gant Rd.,34057,Customer Tank Dyed - 6615 Gant Dr.,,,,,,
97595,MS-091,tank,RentalAsset,Strack Intermediate,8000013E-1423841496-Strack Intermediate,690355,MS-091,MS-091,,,,,
97615,Cust Tank - Weiss Sand & Clay,tank,CustomerAsset,Greenhouse,8000157D-1644435731-Greenhouse,49883,Cust Tank 3510 Greenhouse Rd.,,,,,,
97691,Cust Tank - Double Oak,tank,CustomerAsset,Cypress Bend/ High,800000AE-1409863298-Cypress Bend/ High,49896,Cust Tank - Hightower Branch Dr.,,,,,,
97693,Hightower Branch Equipment,vehicle,CustomerAsset,Hightower Branch Dr,800010A1-1610639065-Hightower Branch Dr,273681,Hightower Branch Equipment,,,,,,
97698,WM Trucking & Excavating,vehicle,CustomerAsset,FM 1485,800006C4-1516736979-FM 1485,271598,Equipment,,,,,,
97707,20266 Airfield Ln. Equipment,vehicle,CustomerAsset,Airfield Ln,80001471-1637095624-Airfield Ln,35687,20266 Airfield Ln. Equipment,,,,,,
97759,MS-1394,tank,RentalAsset,Great Pines,80001245-1622651953-Great Pines,38918,MS-1394,MS-1394,,,,,
97760,MS-1260,tank,RentalAsset,Ship To 1,80001247-1622739770-Ship To 1,38842,MS-1260,MS-1260,,,,,
97788,MS-011,tank,RentalAsset,East Archer,80000731-1523998293-East Archer,446048,MS-011,MS-011,,,,,
97789,Cust Tank- Frito Lay,tank,CustomerAsset,Hwy 36,800002A4-1454961347-Hwy 36,270087,Cust Tank- Frito Lay,,,,,,
97810,MS-4K-32,tank,RentalAsset,FM 2920,80000618-1505925667-FM 2920,49967,MS-4K-32,MS-4K-32,,,,,
97854,MS-1000-V,tank,RentalAsset,FM 1960 E,800014AE-1638554434-FM 1960 E,35931,MS-1000-V,MS-1000-V,,,,,
97855,MS-6K-39,tank,RentalAsset,Hulk Smash,80002386-1723642410-Hulk Smash,752365,MS-6K-39,MS-6K-39,,,,,
97860,MS-1346,tank,RentalAsset,Ship To 1,80000E34-1587159211-Ship To 1,260494,MS-1346,MS-1346,,,,,
97862,Cust Tank- 23211 TX-242,tank,CustomerAsset,242,80000061-1405975417-242,57346,Cust Tank- 23211 TX-242,,,,,,
97872,Tank #,tank,CustomerAsset,1700 Wilson Rd.,,57350,Tank #,,,,,,
97877,Bechtel Intrastructure,vehicle,CustomerAsset,FM 361,8000145A-1636583106-FM 361,34279,Bechtel Intrastructure,,,,,,
97883,MS-8K-1,tank,RentalAsset,Midland HUB,,270398,MS-8K-1,MS-8K-1,,,,,
98031,Cust Gen Tank,tank,CustomerAsset,N Sam Houston Pkwy W,80001129-1614206557-N Sam Houston Pkwy W,270163,Cust Gen Tank,,,,,,
98044,MS-2194,tank,RentalAsset,Ship To 1,8000132A-1629755075-Ship To 1,248854,MS-2194,MS-2194,,,,,
98045,MS-2172,tank,RentalAsset,Ship To 1,8000132A-1629755075-Ship To 1,248854,MS-2172,MS-2172,,,,,
98046,MS-1388,tank,RentalAsset,Thompson Ferry-7219,80001310-1629135385-Thompson Ferry-7219,37075,MS-1388,MS-1388,,,,,
98047,MS-1247,tank,RentalAsset,Thompson Ferry-7219,80001310-1629135385-Thompson Ferry-7219,37075,MS-1247,MS-1247,,,,,
98087,MS-2203,tank,RentalAsset,CR 166,80002537-1730990106-CR 166,762465,MS-2203,MS-2203,,,,,
98172,MS-602,tank,RentalAsset,N Eldridge,80001DBA-1692292370-N Eldridge,430746,MS-602,MS-602,,,,,
98330,Cust. OH Tank,tank,CustomerAsset,Holmes Rd.,800000CF-1412363648-Holmes Rd.,36872,Cust. OH Tank,,,,,,
98387,Cust Tank Dyed,tank,CustomerAsset,Southwest Frwy 5100,80000915-1553104430-Southwest Frwy 5100,40158,Cust Tank Dyed,,,,,,
98388,Cust Tank NL,tank,CustomerAsset,Southwest Frwy 5100,80000915-1553104430-Southwest Frwy 5100,40158,Cust Tank NL,,,,,,
98584,Cust Equip- Warr,tank,CustomerAsset,FM 2090,800000ED-1415049759-FM 2090,135348,Cust Equip- Warr,,,,,,
98607,Cust Tank Choctaw,tank,CustomerAsset,Old Lane City Magnet,800001CB-1436449855-Old Lane City Magnet,273040,Cust Tank Choctaw,,,,,,
98609,Cust Tank Lake Houston Pkwy,tank,CustomerAsset,Lake Houston Pkwy,800000AE-1409863298-Lake Houston Pkwy,58255,Cust Tank Lake Houston Pkwy,,,,,,
98680,Transcube,tank,CustomerAsset,Grand Pkwy S,80000570-1500498115-Grand Pkwy S,57669,Transcube,,,,,,
98792,Cust Tank,tank,CustomerAsset,Rice Drier,800004B1-1488559327-Rice Drier,36324,Cust Tank,,,,,,
98806,MS-636,tank,RentalAsset,Misae Solar,800015E6-1646843659-Misae Solar,522212,MS-636,MS-636,,,,,
99037,Cust tank,tank,CustomerAsset,Peek,80000570-1500498115-Peek,36742,Cust tank,,,,,,
99070,MS-367,tank,RentalAsset,Eastex,80000C56-1567022379-Eastex,164809,MS-367,MS-367,,,,,
99072,SDF Tank- Dyed,tank,CustomerAsset,Huffman-Eastgate,800000F4-1415127207-Huffman-Eastgate,37644,SDF Tank- Dyed,,,,,,
99100,Paskey - East Wayside,vehicle,CustomerAsset,Wayside,800001B6-1435158790-Wayside,38314,Paskey - East Wayside,,,,,,
99117,Cust Tank - Katy Stone,tank,CustomerAsset,Katy Hockley,80000559-1499457550-Katy Hockley,163552,Dyed- Cust Tank,,,,,,
99118,NL- Cust Tank- Katy Stone,tank,CustomerAsset,Katy Hockley,80000559-1499457550-Katy Hockley,163552,NL- Cust Tank-,,,,,,
99119,Cust Tank 1- Katy Stone,tank,CustomerAsset,Katy Hockley,80000559-1499457550-Katy Hockley,163552,Clear- Cust Tank 1,,,,,,
99120,Cust Tank 2- Katy Stone,tank,CustomerAsset,Katy Hockley,80000559-1499457550-Katy Hockley,163552,Clear- Cust Tank 2,,,,,,
99169,MS-1215,tank,RentalAsset,FBISD Mission,800016D5-1651762742-FBISD Mission,511912,MS-1215,MS-1215,,,,,
99198,Cust Tank-Off Mason/Beechnut,tank,CustomerAsset,Mason & Beechnut,800000AE-1409863298-Mason & Beechnut,58438,Cust Tank-Off Mason/Beechnut,,,,,,
99276,BSC - Woodland Hills,vehicle,CustomerAsset,Woodland Hills Dr,80000496-1486482561-Woodland Hills Dr,57546,BSC - Woodland Hills,,,,,,
99288,Vulcan Construction Mat,tank,CustomerAsset,Homestead,800015F7-1647022115-Homestead,58476,NT 6505A Homestead Rd.,,,,,,
99336,Equipment- 2503 Foley,vehicle,CustomerAsset,Foley,800010A1-1610639065-Foley,58496,Equipment- 2503 Foley,,,,,,
99368,Gen 14323 Reeveston,tank,CustomerAsset,Reeveston Rd,80000F41-1598460151-Reeveston Rd,83775,Gen 14323 Reeveston,,,,,,
99369,MS-096,tank,RentalAsset,Houston HUB,,135003,MS-096,MS-096,,,,,
99474,Cust Tank,tank,CustomerAsset,FM 1314,8000060C-1505504508-FM 1314,83793,Cust Tank,,,,,,
99476,SDF Tank- Dyed,tank,CustomerAsset,Evergreen Sec 2,80001471-1637095624-Evergreen Sec 2,83795,SDF Tank- Dyed,,,,,,
99494,Customer Tank,tank,CustomerAsset,Dontol Rd,800001CB-1436449855-Dontol Rd,83810,Customer Tank,,,,,,
99495,Customer Tank,tank,CustomerAsset,Maroul Rd,800001CB-1436449855-Maroul Rd,83811,Customer Tank,,,,,,
99547,D.L. Elliot - Evergreen,vehicle,CustomerAsset,Evergreen Sec 2,80001471-1637095624-Evergreen Sec 2,83795,D.L. Elliot - Evergreen,,,,,,
99549,NT-500 Dyed,tank,CustomerAsset,Weid Rd.,80000E6E-1589830258-Weid Rd.,160845,NT-500 Dyed,,,,,,
105163,Cust Tank,tank,CustomerAsset,Sheldon Rd.,800008CC-1548710879-Sheldon Rd.,38204,Cust Tank,,,,,,
225897,D&J Construction,vehicle,CustomerAsset,Mirror Lake,8000053D-1498067801-Mirror Lake,83875,D&J Construction,,,,,,
225903,Gen,tank,CustomerAsset,9990 Richmond Ave.,,83877,Gen,,,,,,
226149,MS-018,tank,RentalAsset,Smith Rd 14424,800009A7-1560783140-Smith Rd 14424,38475,MS-018,MS-018,,,,,
226228,2071,tank_wagon,DeliveryAsset,Houston HUB,,135003,2071,,,,,,
226271,8DR50021-16,tank,CustomerAsset,Off Rd 5702 & 5707,80000352-1470756092-Community Dr,37180,8DR50021-16,,,,,,
226354,Tank#5,tank,CustomerAsset,Greenhouse,8000157D-1644435731-Greenhouse,49883,Tank#5,,,,,,
226383,MS-031-DW,tank,RentalAsset,Hwy 30 Anderson,80001C5B-1684250571-Hwy 30 Anderson,430620,MS-031-DW,MS-031-DW,,,,,
479351,6934,tank_wagon,DeliveryAsset,Houston HUB,,135003,6934,,,,,,
479945,Cust Tank,tank,CustomerAsset,Hollow Oaks Circle,800000AE-1409863298-Hollow Oaks Circle,134565,Cust Tank,,,,,,
479995,1K,tank,CustomerAsset,Crombie Dr,800000F4-1415127207-Crombie Dr,134577,1K,,,,,,
480293,2624,tank_wagon,DeliveryAsset,Houston HUB,,135003,2624,,,,,,
480296,Cust Tank,tank,CustomerAsset,Reeveston Rd,80001632-1648143341-Reeveston Rd,134608,Cust Tank,,,,,,
480595,9056,tank_wagon,DeliveryAsset,Houston HUB,,135003,9056,,,,,,
480879,MS-1039,tank,RentalAsset,Bluebonnett,800000FB-1415810980-Bluebonnett,38078,MS-1039,MS-1039,,,,,
480944,Gen,generator,CustomerAsset,Harlem Rd,800000D1-1412365240-Harlem Rd,164544,Gen,,,,,,
480946,Cust Tank,tank,CustomerAsset,Park Place,80000013-1405975408-Park Place,134710,Cust Tank,,,,,,
480956,Vehicle,vehicle,CustomerAsset,Pheasant Creek Pkwy,80000061-1405975417-Pheasant Creek Pkwy,157618,Vehicle,,,,,,
481083,Cust Tank,tank,CustomerAsset,Purple Sage Rd,80001495-1637697228-Purple Sage Rd,134757,Cust Tank,,,,,,
481084,SDF1000-200,tank,CustomerAsset,Tidwell-Lakecrest Ap,80001471-1637095624-Tidwell-Lakecrest Ap,134759,SDF1000-200,,,,,,
481353,Cust. Tank,tank,CustomerAsset,Skinner Ln,8000157D-1644435731-Skinner Ln,134788,Cust. Tank,,,,,,
481356,MS-612,tank,RentalAsset,Mission Bend,8000013E-1423841496-Mission Bend,636044,MS-612,MS-612,,,,,
481359,Tank #2,tank,CustomerAsset,Skinner Ln,8000157D-1644435731-Skinner Ln,134788,Tank #2,,,,,,
481389,MS-066,tank,RentalAsset,Solar Site Thorndale,8000226A-1718113560-Solar Site Thorndale,533806,MS-066,MS-066,,,,,
481567,Equipment,equipment,CustomerAsset,W. Airport,800000FE-1415815371-W. Airport,36212,Equipment,,,,,,
481744,MS-1K-37,tank,RentalAsset,Nichols Sawmill Rd,80001E63-1695836897-Nichols Sawmill Rd,444975,MS-1K-37,MS-1K-37,,,,,
481759,Service truck,equipment,CustomerAsset,Long Point Rd.,8000145A-1636583106-Long Point Rd.,134920,Service truck,,,,,,
482227,Cust Tank,tank,CustomerAsset,Rockmore,8000008B-1406911443-Rockmore,35608,Cust Tank,,,,,,
482282,Bulk - Kluge - Tank 3 - Clear,tank,CompanyAsset,Houston HUB,,135003,Bulk - Kluge - Tank 3 - Clear,,,,,,
482283,Bulk - Kluge - Tank 5 - Dyed,tank,CompanyAsset,Houston HUB,,135003,Bulk - Kluge - Tank 5 - Dyed,,,,,,
482337,Cust Tank,tank,CustomerAsset,Big Oak Circle,80001244-1622651308-Big Oak Circle,34034,Cust Tank,,,,,,
482343,ALPINE,tank,CustomerAsset,Big Oak Circle,80001244-1622651308-Big Oak Circle,34034,CUST TANK  NL,,,,,,
482580,PHOENIX TECH,tank,CustomerAsset,Cutten,80000EF0-1596137061-Cutten,38370,CUST TANK,,,,,,
483067,Cust,tank,CustomerAsset,Iowa St.,8000093F-1555531234-Iowa St.,270780,Cust,,,,,,
483142,Cust Tank,tank,CustomerAsset,FM 361,8000145A-1636583106-FM 361,34279,Cust Tank,,,,,,
483146,Cust Tank,tank,CustomerAsset,KOEBLEN ROA,800015CC-1646340627-KOEBLEN ROA,135117,Cust Tank,,,,,,
483673,Equip Fill,equipment,CustomerAsset,Market Place Dr,8000169D-1650307377-Market Place Dr,135212,Equip Fill,,,,,,
483683,MS-1294,tank,RentalAsset,Cypresswood Dr,80001191-1616597559-Cypresswood Dr,519319,MS-1294,MS-1294,,,,,
483686,Cust Tank (PLS CONFIRM TANK #),tank,CustomerAsset,Bay Oaks Country Clu,80000721-1522789759-Bay Oaks Country Clu,276300,Cust Tank(PLS CONFIRM TANK #),,,,,,
483811,MS-1421,tank,RentalAsset,Lilja,800000F5-1415127417-Lilja,164292,MS-1421,MS-1421,,,,,
483813,Customer Tank,tank,CustomerAsset,Oakdale Falls,800000AE-1409863298-Oakdale Falls,156509,Customer Tank,,,,,,
483814,MS-505,tank,RentalAsset,West Dr,80001DD3-1692897139-West Dr,423726,MS-505,MS-505,,,,,
483904,Cust Tank,tank,CustomerAsset,Ship To 1,8000126A-1623421878-Ship To 1,37051,Cust Tank,,,,,,
483909,SDF-100040-18,tank,CustomerAsset,Evergreen Sec 2,80001471-1637095624-Evergreen Sec 2,83795,SDF-100040-18,,,,,,
483910,MS-147,tank,RentalAsset,New Caney HS,80001115-1614031748-New Caney HS,521665,MS-147,MS-147,,,,,
484006,MS-1300,tank,RentalAsset,Project Mercury,80000035-1405975412-Project Mercury,687873,MS-1300,MS-1300,,,,,
484013,SF1K-2,tank,CustomerAsset,Rogers Rd,800000F4-1415127207-Rogers Rd,272148,SF1K-2,,,,,,
484026,GEN,generator,CustomerAsset,Ship To 1,80001753-1654785509-Ship To 1,166842,GEN,,,,,,
484044,Reefer,generator,CustomerAsset,Kroger #321,800008D8-1549389599-321 -3100 HWY 35,135321,Reefer,,,,,,
484045,MS-347,tank,RentalAsset,FM 521,800011BC-1617912906-FM 521,135322,MS-347,MS-347,,,,,
484047,Cust Tank,tank,CustomerAsset,CR 58,8000093F-1555531234-CR 58,36616,Cust Tank,,,,,,
484097,MS-010-DW,tank,RentalAsset,FM 2090- 18720,80000712-1521741130-FM 2090- 18720,269407,MS-010-DW,MS-010-DW,,,,,
484099,Cust Tank,tank,CustomerAsset,19101 Kuykendahl Road,,135341,Cust Tank,,,,,,
484101,Cust Equipment,equipment,CustomerAsset,Sralla Rd,800000ED-1415049759-Sralla Rd,272891,Cust Equipment,,,,,,
484102,MS-006-DW,tank,RentalAsset,FM 2090- 18720,80000712-1521741130-FM 2090- 18720,269407,MS-006-DW,MS-006-DW,,,,,
484127,Gen,generator,CustomerAsset,FM 2100,80000517-1496239069-FM 2100,135347,Gen,,,,,,
484130,MS-1113,tank,RentalAsset,Fish Creek,80000721-1522789759-Fish Creek,36604,MS-1113,MS-1113,,,,,
484184,MS-3K-5,tank,RentalAsset,GILP 837,80000448-1479918330-GILP 837,752715,MS-3K-5,MS-3K-5,,,,,
484256,SDF 1K,tank,CustomerAsset,Megan Way,80001471-1637095624-Megan Way,135376,SDF 1K,,,,,,
484258,Customer Tank - Clear,tank,CustomerAsset,Leesway,80000446-1479846366-Leesway,135377,Customer Tank - Clear,,,,,,
484259,Cust. Tank NL,tank,CustomerAsset,Leesway,80000446-1479846366-Leesway,135377,Cust. Tank NL,,,,,,
484260,MS-1112,tank,RentalAsset,Pinehurst Yard,80001E4D-1695404433-Pinehurst Yard,444873,MS-1112,MS-1112,,,,,
484306,Cube- 99-389,tank,CustomerAsset,Mustang Rd,80000570-1500498115-Mustang Rd,135245,Cube- 99-389,,,,,,
484308,Cust Tank,tank,CustomerAsset,Skinner Ln,8000157D-1644435731-Skinner Ln,134788,Cust Tank,,,,,,
484312,Small tank,tank,CustomerAsset,Skinner Ln,8000157D-1644435731-Skinner Ln,134788,Small tank,,,,,,
484315,Equip,equipment,CustomerAsset,Bower Blvd,8000001E-1405975409-Bower Blvd,135389,Equip,,,,,,
484395,MS-1077,tank,RentalAsset,CR 520,80000D0D-1572644603-CR 520,36007,MS-1077,MS-1077,,,,,
484402,Cust tank,tank,CustomerAsset,CR 220,800012E0-1627419846-CR 220,135410,Cust tank,,,,,,
484404,MS-1402,tank,RentalAsset,Waukegan,800008BB-1547664654-Waukegan,34095,MS-1402,MS-1402,,,,,
484405,Cust Tank,tank,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,Cust Tank,,,,,,
484409,Gen Fill,generator,CustomerAsset,20th,80000F18-1597411990-20th,39905,Gen Fill,,,,,,
484472,MS-6K-25,tank,RentalAsset,Appelt Dr,800020F5-1709846708-Appelt Dr,516598,MS-6K-25,MS-6K-25,,,,,
484643,Blazey Constr #1,equipment,CustomerAsset,Valley Ranch Pkwy,800007B6-1533315003-Valley Ranch Pkwy,135421,Blazey Constr #1,,,,,,
484665,GEN# XCND050,generator,CustomerAsset,Sapphire Gas Orange,800001CC-1436472496-Sapphire Gas Orange,135455,GEN# XCND050,,,,,,
484677,MS-333,tank,RentalAsset,Rankin Rd,800014CD-1639165427-Rankin Rd,36189,MS-333,MS-333,,,,,
484702,Cust Tank - NL,tank,CustomerAsset,Fish Creek,80000737-1524663874-Fish Creek,40368,Cust Tank - NL,,,,,,
484703,Cust Tank -Dyed,tank,CustomerAsset,Fish Creek,80000737-1524663874-Fish Creek,40368,Cust Tank -Dyed,,,,,,
484719,MS-4K-31,tank,RentalAsset,FM 2540,800015F4-1647011435-FM 2540,135462,MS-4K-31,MS-4K-31,,,,,
484779,WAJA359,tank,CustomerAsset,TX 332,800001CC-1436472496-TX 332,135485,WAJA359,,,,,,
484780,Equipment,equipment,CustomerAsset,9733 Meador Road,8000102D-1603899824-9733 Meador Road,36903,Equipment,,,,,,
484812,MS-2227,tank,RentalAsset,Jacintoport Blvd,8000048C-1485446886-Jacintoport Blvd,637466,MS-2227,MS-2227,,,,,
484823,10400,equipment,CustomerAsset,Golf & 42nd,800002C8-1459878045-Golf & 42nd,165562,10400,,,,,,
484832,MS-387,tank,RentalAsset,Lamar Transportation,800001DD-1438705628-Lamar Transportation,533475,MS-387,MS-387,,,,,
484929,MS-2175,tank,RentalAsset,FM 686,800014C2-1638978362-FM 686,273649,MS-2175,MS-2175,,,,,
484930,MS-1087,tank,RentalAsset,Magnolia Bend,80000313-1466703478-Magnolia Bend,34013,MS-1087,MS-1087,,,,,
484931,Cust Tank 1,tank,CustomerAsset,Magnolia Bend,80000313-1466703478-Magnolia Bend,34013,Cust Tank 1,,,,,,
484932,Cust Tank 2,tank,CustomerAsset,Magnolia Bend,80000313-1466703478-Magnolia Bend,34013,Cust Tank 2,,,,,,
484933,Cust Tank 3,tank,CustomerAsset,Magnolia Bend,80000313-1466703478-Magnolia Bend,34013,Cust Tank 3,,,,,,
484952,MS-2001,tank,RentalAsset,TSTC Fort Bend,80000652-1507826626-TSTC Fort Bend,511585,MS-2001,MS-2001,,,,,
484953,MS-2096,tank,RentalAsset,"KEMAH / 29.526260, -95.011650",80001C76-1684851870-Kemah,763246,MS-2096,MS-2096,,,,,
484962,Gen,generator,CustomerAsset,Addicks Rd,80001326-1629724928-Addicks Rd,156331,Gen,,,,,,
484969,CUSTOMER TANK,tank,CustomerAsset,S. Sam Houston,800015D7-1646422716-S. Sam Houston,166463,CUSTOMER TANK,,,,,,
484972,MS-1487,tank,RentalAsset,Ship To 1,80000DFC-1584997313-Ship To 1,34205,MS-1487,MS-1487,,,,,
485062,Cust Tank - Pro Energy,tank,CustomerAsset,CR 48,80001312-1629135731-CR 48,135514,Cust Tank - Pro Energy,,,,,,
485065,Customer 1K NL Tank,tank,CustomerAsset,Brumlow,800001CB-1436449855-Brumlow,34906,Customer 1K NL Tank,,,,,,
485331,MS-2090,tank,RentalAsset,Ash Creek Solar,800015E6-1646843659-Ash Creek Solar,430399,MS-2090,MS-2090,,,,,
485332,SDF500-41,tank,CustomerAsset,Rankin Rd.,80001792-1656107576-Rankin Rd.,135572,SDF500-41,,,,,,
485336,Gen,generator,CustomerAsset,FM 2854,80001113-1614017576-FM 2854,271765,Gen,,,,,,
485522,XCBZ003,generator,CustomerAsset,Magnolia Health 5435,800001CC-1436472496-Magnolia Health 5435,135604,XCBZ003,,,,,,
485523,MS-1491,tank,RentalAsset,Hwy 150,80000911-1553103258-Hwy 150,423065,MS-1491,MS-1491,,,,,
485524,Trans cube-TK00339,tank,CustomerAsset,Magnolia Health 5435,800001CC-1436472496-Magnolia Health 5435,135604,Trans cube-TK00339,,,,,,
485686,TC-527,tank,RentalAsset,FM 2920,800001CA-1436449764-FM 2920,560139,TC-527,TC-527,,,,,
485691,MS-005-DW,tank,RentalAsset,Stidham Rd.,80000712-1521741130-Stidham Rd.,34937,MS-005-DW,MS-005-DW,,,,,
485711,Cust Tank- NL,tank,CustomerAsset,Lone Star Pkwy,80001047-1605048045-Lone Star Pkwy,140600,Cust Tank- NL,,,,,,
485727,Cust Tank,tank,CustomerAsset,Honey Lamb Ln,80001471-1637095624-Honey Lamb Ln,140609,Cust Tank,,,,,,
485734,Cust. Cube,tank,CustomerAsset,Navigation,800002F3-1464273288-Navigation,270666,Cust. Cube,,,,,,
485735,XCBZ003,generator,CustomerAsset,Cypresswood/ mag Hea,800001CC-1436472496-Cypresswood/ mag Hea,140611,XCBZ003,,,,,,
485766,MS-606,tank,RentalAsset,Diver Solar Laydown,800013E1-1632503444-Diver Solar Laydown,519153,MS-606,MS-606,,,,,
486097,Cust Trans Cube,tank,CustomerAsset,Jefferson Chemical,800004B1-1488559327-Jefferson Chemical,272539,Cust Trans Cube,,,,,,
486100,Cust Tank-Sunterra,tank,CustomerAsset,Clay Rd,800001B6-1435158790-Clay Rd,140659,Cust Tank,,,,,,
486131,MS-615,tank,RentalAsset,Texas A M Galveston,80001788-1655996094-Texas A M Galveston,711418,MS-615,MS-615,,,,,
486163,MS-035,tank,RentalAsset,Ship To 1,800014B8-1638817527-Ship To 1,167569,MS-035,MS-035,,,,,
486164,SDF500-205,tank,CustomerAsset,Ship To 1,800014B8-1638817527-Ship To 1,167569,SDF500-205,,,,,,
486261,9402,tank_wagon,DeliveryAsset,Houston HUB,,135003,9402,,,,,,
486268,MS-1K-30,tank,RentalAsset,FM 1301,800015F4-1647011435-FM 1301,140695,MS-1K-30,MS-1K-30,,,,,
486398,ATZ Environmental,equipment,CustomerAsset,Spears Rd,800009A6-1560538395-Spears Rd,140714,ATZ Environmental,,,,,,
486450,MS-024-DW,tank,RentalAsset,Hwy 30 Anderson,80001C5B-1684250571-Hwy 30 Anderson,430620,MS-024-DW,MS-024-DW,,,,,
486452,Hondor Sitework,equipment,CustomerAsset,W. Lake Houston Pkwy,800006AD-1513894414-W. Lake Houston Pkwy,258901,Hondor Sitework,,,,,,
486469,Cust Tank,tank,CustomerAsset,Waukegan Rd.,800007D0-1534351817-Waukegan Rd.,33669,Cust Tank,,,,,,
486623,Vulcan Construction Mat,tank,CustomerAsset,Homestead,800015F7-1647022115-Homestead,58476,Vulcan Construction Mat,,,,,,
486628,Cust Tank,tank,CustomerAsset,1130CR124,80000DF1-1584652728-1130CR124,37532,Cust Tank,,,,,,
486629,MS-1158,tank,RentalAsset,Houston HUB,,135003,MS-1158,MS-1158,,,,,
486697,MS-525,tank,RentalAsset,LCISD CTE Job 3207,8000018E-1431623239-LCISD CTE Job 3207,687709,MS-525,MS-525,,,,,
486698,Equip,equipment,CustomerAsset,"1153 N Columbia, , West Columbia, TX, 77486, false",800014B3-1638812487-N Columbia,35373,Equip,,,,,,
486699,Gen,generator,CustomerAsset,Brazos Pkwy,8000028B-1451935547-Brazos Pkwy,37502,Gen,,,,,,
486760,DL ELLIOTT,tank,CustomerAsset,Calm Embers,80001471-1637095624-Calm Embers,49765,SDF-1K,,,,,,
486761,SDF-1K 32620 FM 1093,tank,CustomerAsset,FM 1093/ Fulshear,80001471-1637095624-FM 1093/ Fulshear,140771,SDF-1K 32620 Farm to Market 1093,,,,,,
